,Sentence,Language_code
434,Hivyo nafaka kutoka India ile iliingia katika Kiswahili kwa jina lililolingana na imani ya Wareno kuhusu asili yake.,sw
435,Jina hili ni sawa na jina la Kifaransa froment des Indes (ngano ya Uhindi) au Indian corn jinsi inavyoitwa katika Kiingereza cha Marekani (kwa kawaida leo kifupi corn).,sw
436,Lakini katika nchi nyingi jina la Kiindio la maiz limeenea kutoka neno la Kiindio mahiz katika lugha ya taino kwenye kisiwa cha Haiti.,sw
437,Ilhali historia ya kufika kwa muhindi katika Afrika ya Mashariki haijulikani kikamilifu kuna pia uwezekano ya kwamba wenyeji walijua ni nafaka kutoka mbali na wenyewe walichagua jina Uhindi kama ishara ya asili ya mbali.,sw
438,TabiaMuhindi ni nafaka inayolimwa kwa wingi zaidi duniani.,sw
439,Mavuno ya dunia ya mwaka 2005 yalileta matokeo yafuatayo: mahindi tani milioni 710.3; mchele tani milioni 628.5 na ngano tani milioni 620.0.,sw
440,Sababu ya kupendelea muhindi ni kivuno kikubwa.,sw
441,Dunia muhindi inaleta kwa wastani mahindi tani 47.5 kwa hektari moja.,sw
442,Hii inashinda mpunga unaoleta mchele wastani tani 40/ha na ngano yenye tani 29/ha.,sw
443,Kwa jumla kuna tofauti katika matumizi: - nchi za viwanda hulima muhindi hasa kama chakula cha wanyama; hapa mhindi wote huvunwa ukitumiwa kama sileji.,sw
445,MarejeoJamii:Nyasi na jamaa Jamii:Mimea ya mazao Jamii:Nafaka,sw
446,"Kwa Wali kama cheo tazama liwaliWali ni chakula kitokanacho na nafaka, hasa mbegu ya mpunga inayoitwa mchele, baada ya kazi ya kuikoboa yaani kutoa maganda yake.",sw
447,"Neno wali hutumiwa pia kwa nafaka za mtama au ngano zikipikwa, lakini kwa kawaida watu huelewa wali wa mchele.",sw
448,Wali ni kati ya vyakula muhimu zaidi duniani.,sw
449,Kama chakula cha watu inashindana kidunia na ngano.,sw
450,Hasa watu wa Asia ya Mashariki na Asia ya Kusini hutegemea wali kama chakula cha kila siku.,sw
451,"Katika Afrika wali ni chakula cha pekee kwa watu wengi, isipokuwa pale ambako mpunga unalimwa.",sw
452,Nje ya hapo wali ni chakula cha sikukuu au cha nafasi ya pekee au ya matajiri.,sw
453,Katika Afrika ya Mashariki chakula kinachopendwa ni kuku kwa wali au samaki kwa wali.,sw
454,Chakula cha pekee kabisa ni pilau ambayo ni wali unaochanganywa na viungo maalumu na nyama.,sw
455,Upishi Kuna njia mbalimbali za kupika wali.,sw
456,Mara nyingi hupikwa katika maji.,sw
457,"Wapishi hupima kikombe kimoja cha mpunga na vikombe viwili vya maji na kupika hadi maji yamekwisha, hapo basi wali huwa umeiva.",sw
458,Wengine hupendelea kuonja mara kwa mara mpaka wameridhika.,sw
459,"Kuna pia sufuria za umeme maalum, hasa kwa upishi wa wali.",sw
460,Katika nchi kama Hispania mpunga kwanza hukaangwa katika mafuta na maji huongezwa baadaye.,sw
461,Watu wengine wanapendelea kutumia supu badala ya maji kwa kuongeza utamu wa wali.,sw
462,Wengine hutumia pia tui la nazi.,sw
463,Aina mbalimbali za mpunga huleta vyakula tofauti.,sw
464,Kuna wali unaotokea laini sana na aina nyingine unatokea imara zaidi.,sw
465,MarejeoViungo vya nje Mapishi Afrika Mashariki ya wali wa naziJamii:Chakula,sw
